Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification
Indonesia,Asia-Pacific,3,Electronics,56.17956549036944,40.07812657040189,97.3617307963926,59.08772342288654,0.414,989.34,0.69,0.02,2,0,6,44427,0.8473879337220747,0.024,72.62820912855513,0.41,94.54085912396025,0.62,96.4,2,4288,Low
China,Asia-Pacific,3,Agriculture,75.84591388478228,73.81317822711787,85.28144493247204,94.40819633270765,0.2023,361.73,0.55,0.4,3,0,24,4930,0.8993942490554091,0.041,65.8956739857701,1.3,99.89757476225118,0.13,68.74,1,3134,Moderate
USA,North America,2,Agriculture,64.1785753748397,37.60876712121474,65.15122953580719,58.14364635358514,0.9293,1094.48,0.76,0.62,2,0,11,21157,0.8891258436489482,0.057,45.477691816474575,0.91,92.97357583106488,0.82,57.51,2,6361,Moderate
usa,Asia-Pacific,1,Agriculture,68.36897125604465,69.20810592731357,72.08124214429523,71.3274857915441,0.353,1360.83,0.81,0.74,2,0,30,19756,0.9146874319827488,0.044,64.52382997140336,1.33,88.22598008717304,0.13,55.67,1,9454,Moderate
India,South America,2,Agriculture,57.55576796304511,85.90061188583002,49.70642231944315,56.79912157191194,0.9186,980.15,0.93,0.35,1,0,20,12201,0.972273235792755,0.015,55.66959779572207,0.32,78.05132903303121,0.52,75.77,2,5104,Moderate
Malaysia,Asia-Pacific,2,Electronics,75.53318161344777,67.7733069892549,75.42209549382737,44.23406490744839,0.5567,1067.74,0.81,0.54,2,1,34,36402,0.8983037661368061,0.033,39.80526035559844,0.2,88.36584433318237,0.44,70.86,1,5753,Moderate
India,Asia-Pacific,3,Electronics,70.29250441795868,62.82489375800184,86.04071791171748,51.20413799718012,0.9171,452.21,0.56,0.0,3,1,33,16283,0.7878132633300629,0.029,36.48241096401922,1.28,67.85818590134433,0.17,49.37,0,331,Low
China,North America,2,Chemicals,43.54419245905498,44.049583248104135,52.56098757616418,24.57128982333763,0.0777,986.72,0.87,0.71,3,1,23,39682,0.8231444487129588,0.027,67.94933823463465,0.3,73.1143069473708,0.58,72.46,2,4907,High
China,Asia-Pacific,2,Electronics,52.84956334338222,55.46730591197375,78.75424054420117,44.25167852643577,0.7981,845.19,0.5,0.27,1,1,38,23254,0.965681947157131,0.05,70.08670989049187,1.2,85.85396366956533,0.37,65.44,1,5642,Moderate
Japan,Asia-Pacific,3,Electronics,76.4687547615693,83.72804266985179,97.89623385138222,93.64005435831368,0.6745,353.22,0.56,0.46,3,0,8,13684,0.9076044105409555,0.04,35.016925721383714,0.22,51.012868812695125,0.6,57.65,1,8404,Low
India,Asia-Pacific,3,Chemicals,67.30149483312009,60.239360336236594,87.06698929071626,74.44133088757089,0.8684,173.61,0.62,0.59,1,1,18,45151,0.9063308497956614,0.039,95.8813994855891,0.81,92.24860604219009,0.17,89.36,0,6942,Moderate
Malaysia,Asia-Pacific,1,Agriculture,65.55563831076134,90.04300500374758,44.34937093253999,44.706708168287825,0.9106,1058.7,0.57,0.38,1,0,27,34430,0.9360216425724386,0.034,78.85172845594178,0.5,89.3804234727271,0.55,86.22,2,147,Moderate
China,Asia-Pacific,1,Agriculture,58.30926382453653,62.62688373701367,47.533699246627776,49.05397525980289,0.641,1019.15,0.31,0.68,3,1,15,44915,0.9159432010177463,0.045,98.4218009442148,1.11,96.56581635821321,0.71,70.25,2,3791,Moderate
China,Asia-Pacific,3,Electronics,74.55761414412235,60.259679154089824,80.09369548999551,58.58995243709987,0.0847,726.71,0.54,0.56,2,0,32,40979,0.8352981099184225,0.04,73.12407518513953,1.31,99.81507936203676,0.66,61.48,2,6439,Moderate
USA,North America,1,Electronics,73.25184506374521,87.61792915711247,56.917275438360164,82.08901224753171,0.1952,1257.88,0.6,0.31,0,0,19,2926,0.9100223547958757,0.038,62.244456400187104,1.27,76.82086351763374,0.14,70.9,1,9998,Low
China,Asia-Pacific,2,Agriculture,61.498933527375414,78.53690351068732,79.9195270255286,67.22665029248753,0.6827,172.37,0.68,0.55,2,0,16,3818,0.9334225373447357,0.028,69.95780735707774,0.88,100.0,0.5,69.37,1,9823,Low
China,Asia-Pacific,3,Chemicals,73.58596456291852,78.38389656581367,58.18041810330821,44.86545389142239,0.3668,1167.74,0.39,0.0,1,0,12,26210,0.9318254631300598,0.059,68.43399062654481,0.64,73.88522581652664,0.25,69.86,0,9558,Low
Malaysia,Asia-Pacific,1,Metals,69.87828903107516,93.52900278319382,77.67856854116916,67.17207823076116,0.6007,131.04,0.52,0.21,3,1,17,11208,0.8529235398479499,0.057,81.37336085519088,0.75,72.67936071969184,0.53,73.31,1,911,Low
Malaysia,Asia-Pacific,2,Agriculture,67.92963742485065,46.816498554045445,30.816909000080898,51.415054480822064,0.375,576.44,0.77,0.03,2,0,31,44851,0.8594757800506321,0.041,41.46804484694653,1.13,81.34181856588563,0.46,68.27,1,10138,Low
China,Asia-Pacific,3,Electronics,77.85392437943224,20.362519985117448,94.35103160857741,71.42551692496828,0.5031,859.67,0.88,0.4,1,0,8,38666,0.8765592695947404,0.034,79.90696041957985,1.84,79.83267698156152,0.67,50.67,0,7754,Low
Brazil,South America,2,Electronics,59.241726687225906,74.81537018405449,86.17224837419242,94.49154032407306,0.3047,657.78,0.53,0.76,3,1,7,10601,0.9380818815404236,0.013,87.15327288512938,1.17,64.37847235920066,0.8,42.37,0,5478,Low
Japan,Asia-Pacific,2,Agriculture,74.59644015171439,88.93995946628009,94.66558490879552,87.92748026806484,0.8058,380.16,0.78,0.37,3,1,28,35417,0.8532682924677187,0.045,34.44276742103023,1.11,95.12351195747115,0.52,95.6,0,10706,Low
China,Asia-Pacific,3,Agriculture,65.07675112873626,65.62371274601027,76.76920453803392,68.71238701542728,0.9042,1348.86,0.82,0.39,3,0,34,44312,0.8958282682276983,0.004,45.983853349073435,0.39,87.70720344807332,0.83,53.82,0,4799,Low
USA,Asia-Pacific,2,Agriculture,53.15215105485682,69.41884046280106,51.930962237537045,52.757768987706754,0.8995,139.59,0.84,0.34,3,0,38,14038,0.9508496862828246,0.034,55.66550659162208,1.25,79.95312856200029,0.32,73.63,1,4354,Moderate
India,Asia-Pacific,3,Agriculture,71.36072247830806,77.50980742095688,83.42072574115885,75.53259985286971,0.7275,391.69,0.49,0.55,1,0,7,33425,0.8340022065317341,0.021,66.63914879056317,1.78,90.29811919130046,0.53,68.91,0,4987,Low
Japan,Asia-Pacific,2,Agriculture,74.1542616768196,100.0,75.2479849854362,93.06812601671882,0.4775,896.71,0.56,0.2,3,0,26,26767,0.9454619560443956,0.06,48.21035972301516,0.2,76.12930357971284,0.46,72.0,1,3662,Low
China,Asia-Pacific,1,Agriculture,58.073741333672224,45.84587818900955,36.8672788518836,45.240232147841816,0.4628,273.37,0.63,0.16,2,1,41,21431,0.8893744608411187,0.053,50.63741232891351,0.99,75.47104002271847,0.74,57.8,2,3904,Moderate
Brazil,South America,2,Agriculture,69.49266680409278,47.19068017605584,66.8630213782631,37.18494933500371,0.7072,611.22,0.56,0.3,1,0,13,46017,0.8156046785910773,0.033,81.05335395131189,1.25,77.44347262037493,0.24,56.43,2,2425,Moderate
Brazil,South America,2,Agriculture,80.74530513268756,82.72554440219176,58.68334953509539,66.23741127655352,0.8193,125.64,0.49,0.0,3,0,18,43840,0.8650278368881775,0.038,91.5433434364987,1.5,99.92995290531105,0.19,80.46,1,5660,Low
Brazil,Asia-Pacific,3,Electronics,60.85917463419832,89.55244859811822,33.64179338391355,47.103882234868415,0.0932,483.76,0.59,0.16,3,0,8,14517,0.8110229907895382,0.049,56.37535769937158,0.6,73.6179628699441,0.82,54.91,1,8784,Moderate
China,Asia-Pacific,3,Chemicals,63.295815168521585,63.915396818699534,50.83580770940554,54.731365702033386,0.9526,670.8,0.34,0.34,0,1,21,49420,0.850837353916647,0.031,75.59444029409227,1.39,74.01777470084582,0.57,67.68,2,6759,Moderate
Brazil,South America,1,Food & Beverage,62.534544531296135,82.74765428625625,45.92057580729535,62.014010582289586,0.3613,407.13,0.93,0.4,1,1,21,4089,0.9585737051474321,0.038,43.116237171893005,0.9,88.0717600310314,0.58,46.63,2,2272,Moderate
Indonesia,Asia-Pacific,1,Agriculture,53.46354017547709,62.73178091740585,51.91973316755364,50.033878001143535,0.8998,1069.5,0.66,0.6,2,1,14,45819,0.9273038547257032,0.035,73.89639877347251,0.78,75.03322660360807,0.29,71.17,0,6187,Moderate
Japan,Asia-Pacific,2,Chemicals,65.99859530727657,100.0,77.04755616880651,95.3233828086199,0.7994,1210.9,0.56,0.69,3,0,6,36205,0.8655917223644358,0.03,89.88818843116185,1.23,90.11923367875173,0.73,57.54,1,5995,Low
Brazil,South America,2,Agriculture,65.06723289293808,39.204122761597965,46.31713287969625,48.44310752581423,0.678,914.47,0.61,0.85,2,1,35,39600,0.9380986738179742,0.033,59.93650081438599,0.49,65.56035112383843,0.44,55.43,2,297,Moderate
brazil,South America,3,Agriculture,67.06310850943046,67.07448743884287,73.87030313371785,65.77243704218363,0.8716,1184.75,0.48,0.17,1,0,7,28110,0.896867198431397,0.045,68.52830696374902,0.75,46.103254914454666,0.1,76.33,0,9816,Moderate
Brazil,Asia-Pacific,2,Electronics,60.15323123778177,61.12333034107297,55.47818241075012,45.1406533778228,0.7724,739.18,0.82,0.86,1,0,11,31938,0.9591640366281614,0.035,50.75417015886926,1.66,77.61580365914942,0.56,74.44,2,11385,Moderate
USA,North America,1,Agriculture,81.30499935466244,64.76331825133477,64.62937665680124,76.94714596070045,0.9476,1135.94,0.65,0.37,3,0,34,13585,0.8819328766880643,0.039,99.5566624956152,1.2,98.45605794844695,0.51,69.19,2,3423,Moderate
China,Asia-Pacific,2,Agriculture,73.46371532026578,54.447025406341375,87.35188299406559,78.34609614605475,0.4852,1015.49,0.65,0.64,1,1,34,28342,0.8427389538340582,0.025,42.9189878032771,1.44,55.83476739413496,0.35,87.47,1,5447,Moderate
Brazil,South America,1,Agriculture,60.97528057105622,67.20781489393664,80.62855527548993,59.068582855098406,0.274,909.43,0.71,0.75,1,0,8,12640,0.8516505613124609,0.008,69.77378084245606,1.49,56.89912347281954,0.3,72.83,3,11381,Moderate
USA,North America,2,Agriculture,67.59423405631996,90.9089811614392,82.26977846857488,54.223518316145366,0.3867,894.59,0.53,0.63,1,1,29,11298,0.9389168210763641,0.036,55.01880965208242,0.7,50.90940459526245,0.72,87.58,1,2184,Low
USA,North America,3,Agriculture,56.30552476146549,43.42404835755451,77.24519268572787,49.4826607397573,0.734,175.83,0.8,0.01,0,0,26,45327,0.9521362308827133,0.029,66.95953724118938,1.83,86.47392969452534,0.12,56.47,2,4352,Moderate
USA,North America,1,Agriculture,71.90962980323833,64.15397448827567,59.9489356423257,53.35099212264929,0.4502,988.17,0.62,0.0,3,0,34,19235,0.9488652951629001,0.048,34.03910237194586,1.25,70.4875387694205,0.49,59.4,0,8156,Moderate
Indonesia,Asia-Pacific,1,Agriculture,64.65121935248175,62.20775545289404,37.065242844680576,51.89091394531739,0.6968,216.32,0.75,0.22,3,0,23,22210,0.9921385710114335,0.059,45.31086652216598,0.83,84.9466810407377,0.58,80.81,0,7297,Moderate
Japan,Asia-Pacific,2,Chemicals,75.69086189119314,90.96278389258948,98.36800527880608,87.67297634537347,0.2797,827.28,0.58,0.13,3,0,36,12005,0.8477943893489469,0.028,29.927734506868543,1.3,78.77380205308556,0.53,82.23,0,9874,Low
Malaysia,Asia-Pacific,2,Electronics,53.490118199471425,86.43897430865628,77.77457453426375,73.17375781501994,0.2351,50.19,0.6,0.39,2,0,38,10596,0.8744166072954672,0.018,30.428751136784378,0.22,90.22046755708533,0.5,81.91,0,6067,Low
India,Asia-Pacific,2,Metals,70.68318598737864,62.80321597537021,88.84094742881588,65.0185946709579,0.7583,97.85,0.61,0.21,3,0,8,24397,0.9519726472033578,0.036,43.81681048214487,0.35,67.30628792802403,0.83,83.48,1,11204,Low
Japan,Asia-Pacific,2,Agriculture,56.80827357665226,70.43699934330033,74.58745498224481,49.825128664794796,0.7679,512.21,0.53,0.23,3,0,14,46004,0.8699403150942973,0.03,97.96310731200288,0.23,89.98121436718185,0.74,66.52,2,4767,Moderate
Japan,Asia-Pacific,2,Agriculture,75.81098413939853,75.85401079480489,63.95560472972552,44.69556652009668,0.9156,1133.13,0.32,0.54,1,0,28,24605,0.8170767207524092,0.03,39.257262159474685,0.24,97.46764659068577,0.86,76.17,0,1176,Low
India,Asia-Pacific,1,Electronics,64.3876161982487,64.34941898335435,83.79073501769093,39.90768282201412,0.5613,790.66,0.76,0.32,1,1,12,30350,0.9530172099452678,0.047,77.92022088478977,0.9,68.48083625110915,0.23,71.9,2,2701,Moderate
Brazil,South America,3,Agriculture,61.63172158157674,64.09185718728301,39.88756558000249,48.884269943461604,0.5759,1347.33,0.34,0.27,1,0,19,45745,0.9415500978796569,0.038,72.75092624516255,0.23,81.82867371693592,0.12,51.65,2,11433,Moderate
Japan,Asia-Pacific,2,Chemicals,79.57771319188906,84.03597673308363,95.2587159292553,76.36559195014313,0.9219,434.24,0.64,0.55,1,0,21,22717,0.8917678870699011,0.032,77.74769563022845,0.24,78.22000955238587,0.58,55.37,1,7659,Low
China,Asia-Pacific,3,Electronics,57.01913855890808,82.57267039467584,62.241508223624486,49.0130138691997,0.6522,1396.64,0.38,0.53,1,0,27,33297,0.9604895523508054,0.063,41.16780059044292,0.39,77.11733756241716,0.35,93.88,1,8097,Low
Brazil,Asia-Pacific,1,Agriculture,83.1877998105248,87.50863548378774,85.97533316678438,68.4065105161125,0.7441,1290.6,0.47,0.21,2,1,27,28716,0.9104868439418526,0.038,98.10726293297763,1.25,93.44466221137401,0.1,69.43,1,2830,Low
China,South America,2,Agriculture,38.04095062618556,25.83816655908568,36.391964581207986,27.40908321225882,0.7389,140.61,0.92,0.3,2,0,10,15681,0.8935066973720286,0.034,76.37366364822567,1.83,66.07084129024074,0.28,56.72,4,2138,High
Brazil,South America,1,Electronics,77.18805437178379,75.79055357718934,82.90252812564599,62.46452646490844,0.6665,731.34,0.56,0.2,1,0,7,23508,0.8937506349719104,0.029,71.80317085835148,0.46,91.65361696115362,0.46,86.36,1,11072,Low
Malaysia,Asia-Pacific,3,Metals,53.12600663019472,58.26749173955688,59.0676722459106,53.08206366563681,0.8501,65.97,0.82,0.42,1,1,8,30864,0.8777801633329815,0.031,86.4340942236914,0.63,93.6900742559384,0.63,83.55,1,6203,Moderate
Brazil,South America,2,Food & Beverage,72.41272425498212,69.45630670793443,82.3047995350562,60.106727885659154,0.7557,1111.32,0.57,0.4,3,0,21,3124,0.9530210664782518,0.022,56.765691339251056,1.22,100.0,0.64,77.34,2,6852,Low
USA,South America,2,Food & Beverage,60.799071431965096,55.943337253569425,45.874561287585706,43.397029553821326,0.5032,189.61,0.88,0.3,0,0,7,36171,0.9841639904625173,0.038,92.02109116611766,0.2,77.45846838816429,0.32,72.88,1,442,Moderate
Indonesia,Asia-Pacific,2,Agriculture,56.042093607350026,40.106862008493714,47.58270118926582,48.47888500891606,0.9253,1445.47,0.75,0.24,3,0,28,33666,0.8923166714840227,0.037,48.99108401259804,1.23,57.405268584356605,0.25,80.63,1,7428,Moderate
USA,North America,2,Chemicals,72.95317179135597,75.22254814232453,84.5183834621095,93.4892055723809,0.8967,201.29,0.69,0.44,1,1,17,43591,0.9286041925256548,0.025,41.72698464322287,1.31,73.67659696252524,0.13,42.43,1,5608,Low
Malaysia,Asia-Pacific,2,Metals,77.1581741376838,38.970529986558546,79.64929382554612,77.50413698018484,0.1749,667.01,0.47,0.27,1,0,13,44554,0.988745415976182,0.064,35.386666805920896,0.79,79.65884765690987,0.53,71.21,1,10981,Low
Japan,Asia-Pacific,2,Agriculture,71.49917048652404,82.85223592731501,78.74742936275258,71.21681103987288,0.1766,952.58,0.63,0.18,3,0,21,16616,0.881450753896259,0.018,30.182070902133045,0.34,56.15173654345754,0.41,90.33,1,2401,Low
India,Asia-Pacific,3,Agriculture,58.170205883416536,61.84401478079672,46.60394661002883,48.15909159182502,0.2453,384.82,0.39,0.33,3,0,33,24757,0.8612721298685696,0.038,63.587210559608,0.48,78.01460115953209,0.5,93.25,1,633,Low
Japan,Asia-Pacific,2,Agriculture,62.308336247159936,54.37031378329203,85.00317699911501,48.29614754648715,0.3408,970.41,0.74,0.58,1,1,8,16176,0.8461816160114651,0.034,74.65119629553506,1.61,86.41583570750822,0.54,60.2,1,7267,Moderate
