Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification
USA,North America,2,Agriculture,60.553922645500144,47.37425293500523,48.46887057129782,48.44024756593776,0.3201,389.42,0.41,0.29,1,0,42,11429,0.9058679393485544,0.022,72.55367488161689,1.42,76.34189665514836,0.81,77.43,2,984,Moderate
Malaysia,Asia-Pacific,3,Agriculture,68.8258583921696,84.60750527821071,72.83894418267317,71.94626761456114,0.8124,1307.97,0.61,0.48,0,0,41,2756,0.880127455575125,0.038,69.9244428337627,0.71,61.32446864332252,0.69,79.85,0,10869,Low
Brazil,South America,2,Agriculture,69.37409989309451,58.48124230000591,69.2942725261939,62.71479111131682,0.848,884.93,0.6,0.52,2,0,40,5318,0.9152322556783837,0.025,74.1245248886288,0.46,73.56638079447748,0.7,83.64,1,10975,Moderate
China,Asia-Pacific,1,Agriculture,73.74083785326248,90.87765106796193,90.21601107460036,91.405725359957,0.1783,365.21,0.63,0.56,3,1,44,46073,0.8948743236998217,0.018,55.933274813816936,0.88,67.799585925549,0.78,62.91,0,8907,Low
Japan,Asia-Pacific,2,Agriculture,56.83390446065882,62.506074632773846,55.45927275176887,60.548124685278964,0.7432,351.41,0.8,0.43,1,1,18,7143,0.8854755117972386,0.025,65.18193830711327,1.6,75.83256210123211,0.78,78.54,2,7853,Moderate
Malaysia,Asia-Pacific,2,Agriculture,61.24645805337963,53.946931328382284,68.5637214616437,60.01825045640566,0.8532,1485.17,0.55,0.56,2,0,43,3810,0.9060726319541207,0.031,68.71379439395561,0.44,53.05295392218654,0.61,75.02,1,11391,Moderate
Malaysia,Asia-Pacific,2,Agriculture,65.52018139920901,65.38929363912217,72.87989912210432,60.33536717277002,0.8558,116.27,0.73,0.53,2,0,7,32448,0.8713238519425645,0.032,70.77844584078542,0.75,75.32119150650998,0.59,79.5,1,11999,Moderate
Japan,Asia-Pacific,2,Agriculture,61.28693156954118,66.64154145794488,71.73150673877123,61.41512456709539,0.8278,1122.24,0.59,0.61,2,0,5,44390,0.8582654394065842,0.035,70.15644169262849,0.61,77.47273349675726,0.66,78.03,1,533,Moderate
USA,North America,2,Agriculture,49.003338943333944,60.1121455178447,61.88004246989308,55.95317941883186,0.1606,371.7,0.55,0.3,1,0,43,12378,0.9116082769602308,0.027,79.2621246945027,0.55,71.79622691884434,0.71,59.37,1,5063,Moderate
Malaysia,Asia-Pacific,1,Agriculture,44.421358572103,16.243072560137684,56.02375584953465,53.00666272194968,0.7933,979.33,0.84,0.52,2,0,40,31551,0.8655147092705197,0.031,72.1072592405415,0.88,65.89447620047403,0.48,72.2,0,9226,Moderate
