Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification
China,Asia-Pacific,2,Chemicals,38.037678401804826,22.65927010803762,61.44737742926292,35.19863490492713,0.2837,961.32,0.63,0.22,1,0,9,25441,0.9355768310311607,0.001,78.78343871400813,0.94,77.57586128178993,0.74,59.93,4,4477,High
Japan,Asia-Pacific,2,Food & Beverage,78.9211647069866,72.26615976349812,79.15142864599727,63.584552489054516,0.9713,841.57,0.52,0.27,3,0,33,14512,0.9542287136286352,0.058,75.24711615232265,0.29,93.98389808746809,0.32,57.51,1,5446,Moderate
India,Asia-Pacific,3,Agriculture,76.56638264757159,47.701688273535595,96.45160230318325,72.07614222032869,0.2282,551.99,0.79,0.3,1,0,31,11592,0.8920391817422285,0.053,51.608653592420936,1.15,74.81749486146367,0.54,55.96,0,11137,Low
Malaysia,Asia-Pacific,2,Food & Beverage,62.328635712967504,55.57026454133889,46.8403291302783,67.64663569475441,0.9372,908.87,0.88,0.15,3,0,38,39411,0.9447619892129009,0.032,76.84331580622359,0.76,76.5594463598785,0.56,42.56,1,5637,Moderate
Japan,Asia-Pacific,2,Metals,66.93687982103968,69.99501099522769,60.7909295595236,65.0529389763482,0.4304,336.59,0.88,0.32,1,1,34,38027,0.9029124269866043,0.017,61.931398994821066,1.79,100.0,0.52,81.59,1,7314,Low
Malaysia,Asia-Pacific,3,Metals,65.9621722824826,52.01618413488655,76.27909415674307,54.02390890068311,0.565,1199.29,0.55,0.57,1,0,41,43306,0.8423265582169837,0.016,34.74830888966886,1.32,82.61201434367558,0.1,56.71,1,6667,Moderate
Brazil,South America,1,Agriculture,56.5174361916033,79.88118904804568,53.59723842495676,49.82776930936272,0.6668,1291.88,0.49,0.39,2,0,19,32475,0.8661132136541926,0.045,53.98211079864443,0.81,94.60024960323314,0.6,50.92,2,3334,Moderate
Brazil,South America,2,Agriculture,71.7609764548816,77.3065234941451,47.404711921991165,49.30122725633732,0.2916,1242.41,0.79,0.56,0,0,26,17123,0.7945207957691863,0.051,98.14626850406412,0.35,56.415584512588026,0.58,74.52,2,9050,Moderate
Japan,Asia-Pacific,3,Metals,60.58972698811018,57.10975459217837,49.07442769251404,49.37398983874254,0.3321,156.63,0.37,0.73,1,0,12,2608,0.8416898896264647,0.051,67.69722584364402,1.21,57.15316481731306,0.38,84.42,1,6957,Moderate
Indonesia,Asia-Pacific,2,Agriculture,40.89434972350278,24.677758559811917,35.30354056898778,39.71533444218053,0.2013,285.84,0.87,0.64,3,0,24,45553,0.9346075134883358,0.044,77.72934034008068,1.06,67.04202416966153,0.6,88.11,5,6236,High
