Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification
Japan,Asia-Pacific,2,Agriculture,58.15420714612751,44.94790038445318,63.78690410265411,67.31675112229497,0.9328,1449.67,0.58,0.56,2,0,40,14214,0.894975152346788,0.044,76.28745372607591,0.6,81.86073129188148,0.77,74.57,1,11643,Moderate
China,Asia-Pacific,1,Agriculture,67.43773759224436,97.9282418768664,87.23532158605458,71.85384437307101,0.7997,491.95,0.54,0.53,0,1,16,9364,0.9141371865200802,0.015,59.39942173220696,1.07,62.33896162562247,0.7,71.32,0,9599,Low
China,Asia-Pacific,2,Agriculture,70.06856943912295,57.647606610202466,79.41870221684096,71.50932370439862,0.5033,737.56,0.54,0.54,1,1,41,11222,0.8891108240241365,0.032,79.37539314038648,0.78,83.75938502905026,0.84,76.51,2,10133,Moderate
Malaysia,Asia-Pacific,2,Agriculture,61.97889812732761,78.05139924113806,72.65916787655821,69.9231115391383,0.6815,1411.14,0.64,0.59,2,0,9,46534,0.9153543810919169,0.026,78.08827623955435,0.81,81.70108960315662,0.8,71.14,1,9894,Low
China,Asia-Pacific,2,Agriculture,54.65306847118859,52.325875281485864,53.077593603680825,56.34417650927223,0.8506,390.47,0.6,0.45,1,1,37,16124,0.9727558667174881,0.023,77.59258639630414,0.34,73.1815536208962,0.75,81.75,1,9825,Moderate
India,Asia-Pacific,3,Agriculture,77.23907956043897,64.99083777578745,88.26695210053948,83.0504626886981,0.9748,375.34,0.46,0.37,3,0,49,3545,0.8711143135580499,0.007,66.22092766785217,0.74,55.95526925337915,0.71,85.08,1,7511,Low
China,Asia-Pacific,3,Agriculture,77.21799821755381,90.67418983083793,90.47596020885567,85.3183461960682,0.1914,447.92,0.59,0.42,1,1,46,6468,0.8791114003875891,0.028,45.579748164431045,0.82,85.5556428716531,0.73,69.9,0,9527,Low
Malaysia,Asia-Pacific,2,Agriculture,48.48029602573831,46.08042898425016,45.955186494801495,55.80848354394477,0.7938,1399.94,0.45,0.55,2,0,38,26492,0.863150874605977,0.03,67.48951593977617,0.89,58.218509773995905,0.6,73.75,0,8606,Moderate
Indonesia,Asia-Pacific,2,Agriculture,64.4159924331878,48.901902987444906,68.45887147498262,57.43099013742656,0.6885,127.73,0.8,0.59,2,0,7,46098,0.8466978920624982,0.031,71.4522115190386,0.85,84.57030168080314,0.76,74.5,1,1251,Moderate
China,Asia-Pacific,2,Agriculture,53.35039928718641,39.93223588685347,50.644383263084464,33.07133105782733,0.7875,177.98,0.53,0.4,1,0,8,8873,0.9242618695428575,0.025,67.76297677475446,0.57,72.78090572437169,0.9,75.36,1,9228,Moderate
China,Asia-Pacific,2,Agriculture,62.524944503780745,61.083284362989396,64.85822350595285,59.81734955074832,0.8164,191.72,0.47,0.52,1,1,24,42389,0.8917229190584777,0.024,82.27760440426205,0.84,77.90960507092356,0.64,87.95,2,9645,Moderate
Japan,Asia-Pacific,3,Agriculture,65.80889230956564,71.24341062628751,87.78178256233556,61.95404211830039,0.7779,1268.66,0.62,0.43,1,0,41,3801,0.9047917434320047,0.026,59.33205581782865,0.85,75.95570567906698,0.6,85.8,1,9515,Low
India,Asia-Pacific,3,Agriculture,69.95973341247294,90.16138044187822,93.39420094310891,83.88720194412375,0.7851,370.44,0.45,0.48,1,1,43,17244,0.8927510920477053,0.028,50.41958516993669,0.97,74.2389959969946,0.79,74.0,0,9238,Low
Brazil,South America,3,Agriculture,73.28208774221947,64.27846225937171,79.70425873856928,78.49551755768601,0.8813,809.96,0.47,0.51,0,0,37,502,0.8661587596592412,0.039,68.77532300976706,0.86,62.4515335201795,0.83,80.52,0,9344,Low
Malaysia,Asia-Pacific,2,Agriculture,61.23074955207511,60.47972357546816,77.86971791651813,63.10463982114544,0.8982,1023.33,0.47,0.62,2,0,47,6319,0.9014219937103273,0.021,70.57770860195691,0.55,84.91388028986346,0.24,75.05,1,7803,Moderate
China,Asia-Pacific,1,Agriculture,67.48830274676699,54.52375584419705,58.529021268411604,68.17953667417919,0.7454,443.09,0.64,0.41,1,1,48,16384,0.9104129799984136,0.017,79.24909960911927,1.05,82.16568296434022,0.61,78.23,2,8857,Moderate
India,Asia-Pacific,2,Agriculture,53.59279396722898,41.14541310906269,54.99423520288207,40.01999828015714,0.6802,387.41,0.62,0.36,2,0,11,7654,0.957562282716314,0.041,72.3796221164974,0.55,74.92082649614895,0.75,69.03,1,9325,Moderate
Brazil,South America,2,Agriculture,60.45807800589314,54.264956509770116,54.50524152253925,50.72954074597574,0.8973,229.18,0.57,0.48,2,0,47,33891,0.9294236951070238,0.054,85.9055274574472,0.54,60.67406035302747,0.87,76.72,1,6678,Moderate
USA,North America,1,Agriculture,68.13747642772407,60.44892439696204,63.8336494501902,85.31432562860897,0.6914,1337.39,0.61,0.36,2,1,10,48371,0.8800738036740929,0.031,64.67946138454678,0.4,56.61712110988003,0.68,81.02,1,10404,Moderate
Japan,Asia-Pacific,2,Agriculture,55.0768168741942,56.67551168246024,55.35951552431753,42.78846353158742,0.8197,50.19,0.7,0.57,2,0,14,31305,0.8828585485061842,0.04,73.49949371813675,0.79,80.5546199668778,0.65,75.09,1,11597,Moderate
Malaysia,Asia-Pacific,2,Agriculture,61.074102964478634,49.06927881339802,66.37659372500461,51.94230738597634,0.7552,1375.38,0.6,0.59,2,0,5,2744,0.8435926934053074,0.024,72.56159595320979,0.71,71.44676703018668,0.28,84.63,0,11705,Moderate
India,Asia-Pacific,3,Agriculture,79.1579350314114,100.0,97.84470736648386,86.0802395315447,0.8101,423.09,0.48,0.57,3,0,40,4613,0.9115572710945309,0.024,38.66305359753387,0.91,73.2022072255926,0.71,83.61,0,8484,Low
China,Asia-Pacific,3,Agriculture,78.70386403963968,81.32800413089818,69.85573747649767,88.38015123022987,0.8519,417.54,0.6,0.35,1,0,38,10642,0.9169920672192019,0.028,73.92437700344418,0.77,71.822332266887,0.71,81.39,1,9827,Low
Malaysia,Asia-Pacific,2,Agriculture,53.14565706086706,32.312626479580516,48.11836740603193,53.30422024891633,0.9426,72.08,0.56,0.47,2,0,39,23377,0.8755811063163053,0.026,75.53112549236029,0.87,57.48360162052683,0.77,79.33,1,9234,Moderate
